Title.,Time.Series,Area.Averaged.of.Sea.Surface.Temperature.at.11.microns..Night..monthly.4.km..MODIS.Aqua...,,
User Start Date:,2002-08-01T00:00:00Z,NA,,
User End Date:,2016-08-31T23:59:59Z,NA,,
Bounding Box:,"4.2627,55.2832,5.7129,56.4697",NA,,
URL to Reproduce Results:,"http://giovanni.sci.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2002-08-01T00:00:00Z&endtime=2016-08-31T23:59:59Z&bbox=4.2627,55.2832,5.7129,56.4697&data=MODISA_L3m_SST_2014_nsst&variableFacets=dataFieldMeasurement%3ASea%20Surface%20Temperature%3B&portal=GIOVANNI&format=json",NA,,
Fill Value (mean_MODISA_L3m_SST_2014_nsst): None,,NA,,
time, mean_MODISA_L3m_SST_2014_nsst,NA,site,Bleached
2002-08-06 12:25:05,18.9380741,NA,site_3,T
2002-08-31 10:25:06,17.2554646,NA,site_3,T
2002-09-30 10:05:05,13.1687422,NA,site_3,T
2002-10-31 10:00:06,9.83442974,NA,site_3,T
2002-11-30 10:10:05,24.2050915,NA,site_3,T
2002-12-31 09:30:05,5.98140812,NA,site_3,T
2003-01-31 10:20:05,5.5294733,NA,site_3,T
2003-02-28 11:10:05,5.57605696,NA,site_3,T
2003-03-31 11:05:05,5.95341921,NA,site_3,T
2003-04-30 09:15:06,9.72175312,NA,site_3,T
2003-05-31 10:55:05,14.1833229,NA,site_3,T
2003-06-30 10:00:05,16.318779,NA,site_3,T
2003-07-31 10:35:06,18.1819935,NA,site_3,T
2003-08-31 10:00:06,15.9768152,NA,site_3,T
2003-09-30 10:10:06,13.4832745,NA,site_3,T
2003-10-31 10:30:06,10.921236,NA,site_3,T
2003-11-30 10:45:06,8.53007126,NA,site_3,T
2003-12-31 09:00:05,6.77785301,NA,site_3,T
2004-01-31 11:00:06,5.9238472,NA,site_3,T
2004-02-29 11:25:06,5.7485652,NA,site_3,T
2004-03-31 10:15:05,6.87754965,NA,site_3,T
2004-04-30 10:25:06,8.8108139,NA,site_3,T
2004-05-31 09:00:06,12.2335043,NA,site_3,T
2004-06-30 10:00:06,14.7659883,NA,site_3,T
2004-07-31 10:45:06,17.867981,NA,site_3,T
2004-08-31 10:10:06,15.6135464,NA,site_3,T
2004-09-30 10:20:05,12.8462496,NA,site_3,T
2004-10-31 10:45:05,10.3626299,NA,site_3,T
2004-11-30 10:00:05,8.54566956,NA,site_3,T
2004-12-31 10:10:06,6.97113705,NA,site_3,T
2005-01-31 10:05:05,5.10273504,NA,site_3,T
2005-02-28 11:25:06,4.88950014,NA,site_3,T
2005-03-31 10:00:06,6.11376381,NA,site_3,T
2005-04-30 09:00:06,8.48972607,NA,site_3,T
2005-05-31 10:45:06,12.5672102,NA,site_3,T
2005-06-30 10:50:06,14.9930925,NA,site_3,T
2005-07-31 10:20:06,15.2101574,NA,site_3,T
2005-08-31 10:45:06,14.987133,NA,site_3,T
2005-09-30 10:00:05,13.9089909,NA,site_3,T
2005-10-31 10:10:06,11.8775234,NA,site_3,T
2005-11-30 10:25:05,8.38017845,NA,site_3,T
2005-12-31 09:15:05,6.30520535,NA,site_3,T
2006-01-31 10:35:07,6.6316185,NA,site_3,T
2006-02-28 10:00:07,4.40804577,NA,site_3,T
2006-03-31 11:20:07,5.26117659,NA,site_3,T
2006-04-30 09:55:07,8.77796364,NA,site_3,T
2006-05-31 10:20:07,11.9081926,NA,site_3,T
2006-06-30 10:30:07,16.8350258,NA,site_3,T
2006-07-31 10:00:08,18.004837,NA,site_3,T
2006-08-31 10:45:08,16.0232353,NA,site_3,T
2006-09-30 10:25:08,15.1800575,NA,site_3,T
2006-10-31 10:20:08,10.1018505,NA,site_3,T
2006-11-30 11:30:08,8.55033016,NA,site_3,T
2006-12-31 10:50:08,7.01070452,NA,site_3,T
2007-01-31 10:10:07,6.4966855,NA,site_3,T
