Title.,Time.Series,Area.Averaged.of.Sea.Surface.Temperature.at.11.microns..Night..monthly.4.km..MODIS.Aqua...,,
2007-02-28 10:35:08,11.567976,NA,site_1,F
2007-03-31 10:25:08,12.0232887,NA,site_1,F
2007-04-30 09:35:06,13.138792,NA,site_1,F
2007-05-31 10:00:08,14.3765488,NA,site_1,F
2007-06-30 10:10:08,15.9613752,NA,site_1,F
2007-07-31 10:50:07,16.6542454,NA,site_1,F
2007-08-31 10:20:07,17.3099785,NA,site_1,F
2007-09-30 10:30:07,16.5455761,NA,site_1,F
2007-10-31 09:00:07,15.0564508,NA,site_1,F
2007-11-30 11:00:07,13.121767,NA,site_1,F
2007-12-31 10:20:07,12.4832039,NA,site_1,F
2008-01-31 11:15:07,11.8393717,NA,site_1,F
2008-02-29 11:45:07,11.7296009,NA,site_1,F
2008-03-31 10:05:07,11.7170839,NA,site_1,F
2008-04-30 10:45:07,12.6848564,NA,site_1,F
2008-05-31 09:10:06,15.1225224,NA,site_1,F
2008-06-30 10:20:07,16.0722733,NA,site_1,F
2008-07-31 11:00:06,16.4412823,NA,site_1,F
2008-08-31 10:30:07,15.9584789,NA,site_1,F
2008-09-30 10:10:07,14.9271889,NA,site_1,F
2008-10-31 10:05:06,13.4183998,NA,site_1,F
2008-11-30 11:15:07,11.6679058,NA,site_1,F
2008-12-31 10:35:06,11.9544315,NA,site_1,F
2009-01-31 11:30:07,11.8570137,NA,site_1,F
2009-02-28 10:20:07,11.5867844,NA,site_1,F
2009-03-31 10:15:08,11.6642208,NA,site_1,F
2009-04-30 09:25:08,12.5347948,NA,site_1,F
2009-05-31 11:05:08,15.2701721,NA,site_1,F
2009-06-30 10:00:08,15.9217205,NA,site_1,F
2009-07-31 10:40:08,16.165741,NA,site_1,F
2009-08-31 10:05:08,16.2904778,NA,site_1,F
2009-09-30 10:15:07,15.6643314,NA,site_1,F
2009-10-31 09:35:07,13.3645401,NA,site_1,F
2009-11-30 10:50:07,11.8462305,NA,site_1,F
2009-12-31 09:05:08,11.2995014,NA,site_1,F
2010-01-31 10:00:07,11.2082443,NA,site_1,F
2010-02-28 11:20:08,10.7608576,NA,site_1,F
2010-03-31 10:40:08,11.2340422,NA,site_1,F
2010-04-30 09:00:08,12.2491064,NA,site_1,F
2010-05-31 10:40:08,15.4086895,NA,site_1,F
2010-06-30 10:50:08,16.3283558,NA,site_1,F
2010-07-31 10:15:08,17.4361458,NA,site_1,F
2010-08-31 10:35:08,18.0093994,NA,site_1,F
2010-09-30 10:45:07,16.5374641,NA,site_1,F
2010-10-31 09:05:07,14.2195988,NA,site_1,F
2010-11-30 11:15:07,11.7739964,NA,site_1,F
2010-12-31 10:10:08,15.4568882,NA,site_1,F
2011-01-31 10:25:08,10.9435205,NA,site_1,F
2011-02-28 10:00:07,11.1830664,NA,site_1,F
2011-03-31 10:10:08,12.3827267,NA,site_1,F
2011-04-30 09:50:08,13.2104454,NA,site_1,F
2011-05-31 10:15:08,14.7937479,NA,site_1,F
2011-06-30 10:25:07,15.4155989,NA,site_1,F
2011-07-31 11:00:08,16.1214066,NA,site_1,F
2011-08-31 10:35:08,16.0663128,NA,site_1,F
2011-09-30 10:15:08,16.1719151,NA,site_1,F
2011-10-31 09:05:08,14.4686899,NA,site_1,F
2011-11-30 10:20:07,13.7506475,NA,site_1,F
2011-12-31 10:40:08,11.5744486,NA,site_1,F
2012-01-31 10:30:08,12.2965078,NA,site_1,F
2012-02-29 11:05:07,12.1205845,NA,site_1,F
2012-03-31 10:20:08,11.5724459,NA,site_1,F
2012-04-30 10:55:08,12.3800888,NA,site_1,F
2012-05-31 09:20:08,13.9136286,NA,site_1,F
2012-06-30 10:35:07,16.2332993,NA,site_1,F
2012-07-31 10:00:09,16.8687248,NA,site_1,F
2012-08-31 10:45:09,16.6749058,NA,site_1,F
2012-09-30 10:25:08,15.1058035,NA,site_1,F
2012-10-31 10:20:09,13.5601873,NA,site_1,F
2012-11-30 10:30:09,11.9495096,NA,site_1,F
2012-12-31 09:50:08,11.4668207,NA,site_1,F
2013-01-31 10:10:09,10.9988403,NA,site_1,F
2013-02-28 11:35:08,11.065855,NA,site_1,F
2013-03-31 10:25:09,11.4558449,NA,site_1,F
2013-04-30 09:35:09,11.9688301,NA,site_1,F
2013-05-31 10:00:09,13.2578545,NA,site_1,F
2013-06-30 10:10:09,17.1848888,NA,site_1,F
2013-07-31 10:50:09,18.1021671,NA,site_1,F
2013-08-31 10:20:09,17.8572369,NA,site_1,F
2013-09-30 10:00:08,17.4601593,NA,site_1,F
2013-10-31 09:00:09,14.8295918,NA,site_1,F
2013-11-30 11:05:09,12.998208,NA,site_1,F
2013-12-31 09:20:09,11.3368807,NA,site_1,F
2014-01-31 10:15:08,11.0618591,NA,site_1,F
2014-02-28 11:05:09,11.1018724,NA,site_1,F
2014-03-31 10:00:08,11.5016623,NA,site_1,F
2014-04-30 09:10:09,12.7369928,NA,site_1,F
2014-05-31 10:50:09,15.1256618,NA,site_1,F
2014-06-30 11:00:08,17.2449474,NA,site_1,F
2014-07-31 10:30:08,17.5348873,NA,site_1,F
2014-08-31 10:00:08,17.9635849,NA,site_1,F
2014-09-30 10:05:08,16.6144104,NA,site_1,F
2014-10-31 09:20:08,13.9934044,NA,site_1,F
2014-11-30 11:35:08,12.5013189,NA,site_1,F
2014-12-31 10:25:08,11.4816465,NA,site_1,F
2015-01-31 11:45:09,11.3935223,NA,site_1,F
2015-02-28 10:10:09,11.0797005,NA,site_1,F
2015-03-31 10:30:09,11.9119968,NA,site_1,F
2015-04-30 10:00:09,12.5657759,NA,site_1,F
2015-05-31 10:30:08,14.4067535,NA,site_1,F
2015-06-30 10:40:09,16.6875343,NA,site_1,F
2015-07-31 10:05:09,16.929203,NA,site_1,F
2015-08-31 10:45:10,16.011322,NA,site_1,F
2015-09-30 10:35:10,15.3255053,NA,site_1,F
2015-10-31 09:25:10,14.2422228,NA,site_1,F
2015-11-30 10:00:10,13.1460457,NA,site_1,F
2015-12-31 09:00:10,12.0712738,NA,site_1,F
2016-01-31 10:15:10,12.1228304,NA,site_1,F
2016-02-29 11:20:10,11.2376852,NA,site_1,F
2016-03-31 10:40:10,11.3904095,NA,site_1,F
2016-04-30 10:00:10,12.7039814,NA,site_1,F
2016-05-31 11:40:09,14.8069477,NA,site_1,F
2016-06-30 12:45:10,17.2388115,NA,site_1,F
2016-07-31 12:15:10,18.1385803,NA,site_1,F
